751935,945.23,170.69,2.9791025,-2.44,-0.04258603375,1.62,0.02827433388,0.46,0.15,5.56,0.3,-3.59,-16.63,57.31,78.58,578.06,0
751957,957.06,170.69,2.9791025,-2.44,-0.04258603375,1.62,0.02827433388,0.46,0.15,5.56,0.91,-3.69,-16.65,57.31,78.58,578.06,0
751989,968.91,170.69,2.9791025,-2.44,-0.04258603375,1.62,0.02827433388,0.46,0.15,5.56,1.61,-4.31,-16.67,57.31,78.58,578.06,0
752012,980.75,170.69,2.9791025,-2.44,-0.04258603375,1.62,0.02827433388,0.46,0.15,5.56,1.67,-4.27,-16.65,57.31,78.58,578.06,0
752049,1016.31,143,2.49582083,-3.31,-0.05777039824,-1.88,-0.03281218994,0.38,0.2,5.53,1.64,-4.31,-16.63,38.18,89.02,582.62,0
752086,1040.03,143,2.49582083,-3.31,-0.05777039824,-1.88,-0.03281218994,0.38,0.2,5.53,1.76,-4.23,-16.56,38.18,89.02,582.62,0
752127,1063.72,143,2.49582083,-3.31,-0.05777039824,-1.88,-0.03281218994,0.38,0.2,5.53,1.58,-4.05,-16.47,38.18,89.02,582.62,0
752150,1063.72,109.5,1.911135531,-1.81,-0.03159045946,-5.88,-0.10262536,0.39,0.11,5.48,1.68,-3.78,-16.43,36.7,81.92,578.14,0
752173,1075.56,109.5,1.911135531,-1.81,-0.03159045946,-5.88,-0.10262536,0.39,0.11,5.48,1.53,-3.81,-16.41,36.7,81.92,578.14,0
752209,1099.21,109.5,1.911135531,-1.81,-0.03159045946,-5.88,-0.10262536,0.39,0.11,5.48,1.55,-4.03,-16.38,36.7,81.92,578.14,0
752231,1111.03,82.19,1.434486112,0.94,0.01640609497,-8,-0.1396263402,0.39,0.1,5.46,1.43,-4.06,-16.34,40.38,86.32,581.88,0
752253,1122.85,82.19,1.434486112,0.94,0.01640609497,-8,-0.1396263402,0.39,0.1,5.46,1.27,-4.01,-16.28,40.38,86.32,581.88,0
752275,1134.66,82.19,1.434486112,0.94,0.01640609497,-8,-0.1396263402,0.39,0.1,5.46,1.03,-3.87,-16.24,40.38,86.32,581.88,0
752297,1146.47,82.19,1.434486112,0.94,0.01640609497,-8,-0.1396263402,0.39,0.1,5.46,0.98,-3.65,-16.2,40.38,86.32,581.88,0
752335,1170.06,51.94,0.9065240135,5,0.0872664626,-8.75,-0.1527163095,0.46,0.05,5.43,0.38,-3.4,-16.1,55.13,77.63,581.2,0
752357,1181.85,51.94,0.9065240135,5,0.0872664626,-8.75,-0.1527163095,0.46,0.05,5.43,0.08,-3.39,-16.08,55.13,77.63,581.2,0
752389,1205.4,51.94,0.9065240135,5,0.0872664626,-8.75,-0.1527163095,0.46,0.05,5.43,-0.75,-3.46,-15.93,55.13,77.63,581.2,0
752412,1217.16,51.94,0.9065240135,5,0.0872664626,-8.75,-0.1527163095,0.46,0.05,5.43,-1.08,-3.51,-15.84,55.13,77.63,581.2,0
752434,1228.91,21.81,0.3806563099,8.69,0.151669112,-7.62,-0.132994089,0.45,0.06,5.37,-1.25,-3.77,-15.8,78.42,83.96,579.01,0
752456,1240.65,21.81,0.3806563099,8.69,0.151669112,-7.62,-0.132994089,0.45,0.06,5.37,-1.19,-3.93,-15.75,78.42,83.96,579.01,0
752478,1264.1,21.81,0.3806563099,8.69,0.151669112,-7.62,-0.132994089,0.45,0.06,5.37,-1.06,-4.23,-15.75,78.42,83.96,579.01,0
752514,1275.81,21.81,0.3806563099,8.69,0.151669112,-7.62,-0.132994089,0.45,0.06,5.37,-1.08,-4,-15.72,78.42,83.96,579.01,0
