# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),,Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
9.109,4443.723,349.249,-41.373,353.584,41.401,518.495,0.224,518.495,0.025,55.199,1.514,42,-87.998,32.148,0.006,0,0.002,-1.97E-04,34.953,4.48,200.756,1.563,84.454,67.752,3.243,0.322,1.74E+07,0,45.118,0.55,0.55,0.333,0.075,0.134,0.001,0.004,-4.05E-04,0,0,0,0,7.65E-05,0.039,5.15,20.831,81.025,0.052,0,40.657,838.697,1096.5,0.05,0.215
9.159,4461.134,347.183,-41.258,351.532,41.285,521.253,0.226,521.253,0.025,55.123,1.501,42,-87.998,32.148,0.006,0,0.002,-1.15E-04,34.953,4.48,200.756,1.563,84.46,67.752,3.244,0.321,1.73E+07,0,44.56,0.55,0.55,0.334,0.075,0.133,0.001,0.003,1.45E-05,0,0,0,0,8.01E-05,0.038,5.15,20.831,80.984,0.05,0,40.595,838.16,1096.432,0.05,0.215
9.209,4478.441,345.123,-41.144,349.486,41.171,524.007,0.228,524.007,0.025,55.049,1.487,42,-87.998,32.148,0.005,0,0.002,2.34E-06,34.953,4.48,200.756,1.563,84.462,67.752,3.245,0.319,1.72E+07,0,44.007,0.55,0.55,0.334,0.075,0.133,9.88E-04,0.003,4.07E-04,0,0,0,0,8.37E-05,0.038,5.15,20.831,80.942,0.049,0,40.533,837.626,1096.364,0.05,0.216
9.259,4495.646,343.069,-41.032,347.445,41.058,526.757,0.231,526.758,0.025,54.975,1.473,42,-87.998,32.148,0.004,0,0.002,1.72E-04,34.953,4.48,200.756,1.563,84.454,67.752,3.243,0.317,1.71E+07,0,43.46,0.549,0.549,0.334,0.075,0.133,8.50E-04,0.003,3.91E-04,0,0,0,0,8.67E-05,0.038,5.15,20.831,80.9,0.047,0,40.471,837.095,1096.296,0.05,0.217
9.309,4512.748,341.02,-40.92,345.411,40.946,529.504,0.233,529.504,0.025,54.901,1.459,42,-87.998,32.148,0.004,0,0.002,3.39E-04,34.953,4.48,200.756,1.563,84.431,67.752,3.239,0.315,1.70E+07,0,42.919,0.549,0.549,0.334,0.075,0.133,7.01E-04,0.002,2.29E-06,0,0,0,0,8.81E-05,0.038,5.15,20.831,80.858,0.046,0,40.411,836.567,1096.228,0.05,0.217
9.359,4529.748,338.976,-40.81,343.382,40.836,532.248,0.235,532.248,0.025,54.829,1.446,42,-87.998,32.148,0.003,0,0.002,5.93E-04,34.953,4.48,200.756,1.563,84.369,67.752,3.227,0.313,1.69E+07,0,42.383,0.549,0.549,0.334,0.075,0.133,5.79E-04,0.002,1.24E-04,0,0,0,0,8.70E-05,0.038,5.15,20.831,80.815,0.045,0,40.35,836.043,1096.162,0.05,0.218
9.409,4546.646,336.939,-40.701,341.359,40.726,534.987,0.238,534.987,0.025,54.757,1.433,42,-87.998,32.148,0.003,0,0.002,7.58E-04,34.953,4.48,200.756,1.563,84.312,67.752,3.216,0.311,1.68E+07,0,41.852,0.549,0.549,0.334,0.075,0.133,4.92E-04,0.001,-3.39E-04,0,0,0,0,8.55E-05,0.037,5.15,20.831,80.772,0.045,0,40.29,835.522,1096.095,0.05,0.218
9.459,4563.442,334.906,-40.593,339.342,40.618,537.723,0.24,537.723,0.026,54.685,1.42,42,-87.998,32.148,0.002,0,0.002,8.73E-04,34.953,4.48,200.756,1.563,84.261,67.752,3.206,0.31,1.67E+07,0,41.327,0.549,0.549,0.334,0.075,0.132,4.34E-04,0.002,-1.60E-04,0,0,0,0,8.37E-05,0.037,5.15,20.831,80.728,0.045,0,40.23,835.003,1096.029,0.05,0.219
9.509,4580.137,332.879,-40.485,337.33,40.51,540.456,0.243,540.456,0.026,54.615,1.409,42,-87.998,32.147,0.002,0,0.002,7.81E-04,34.953,4.48,200.756,1.563,84.296,67.752,3.212,0.308,1.66E+07,0,40.807,0.549,0.549,0.334,0.075,0.132,4.22E-04,8.12E-04,2.56E-04,0,0,0,0,8.82E-05,0.037,5.15,20.831,80.685,0.046,0,40.17,834.488,1095.963,0.05,0.22
9.559,4596.73,330.858,-40.379,335.324,40.403,543.185,0.245,543.185,0.026,54.544,1.399,42,-87.998,32.147,0.002,0,0.002,5.63E-04,34.953,4.48,200.756,1.563,84.369,67.752,3.227,0.306,1.65E+07,0,40.292,0.549,0.549,0.334,0.075,0.132,4.75E-04,0.001,-4.47E-04,0,0,0,0,9.55E-05,0.037,5.15,20.831,80.641,0.047,0,40.111,833.977,1095.898,0.05,0.221
9.609,4613.223,328.841,-40.274,333.323,40.298,545.91,0.247,545.91,0.026,54.475,1.389,42,-87.998,32.147,0.003,0,0.002,3.36E-04,34.953,4.48,200.756,1.563,84.417,67.752,3.236,0.304,1.64E+07,0,39.782,0.548,0.548,0.334,0.075,0.132,5.61E-04,0.002,-1.36E-04,0,0,0,0,1.01E-04,0.037,5.15,20.831,80.597,0.048,0,40.052,833.468,1095.833,0.05,0.221
9.659,4629.614,326.83,-40.169,331.328,40.193,548.632,0.25,548.632,0.026,54.406,1.38,42,-87.998,32.147,0.004,0,0.002,1.33E-04,34.953,4.48,200.756,1.563,84.438,67.752,3.24,0.302,1.63E+07,0,39.278,0.548,0.548,0.334,0.074,0.132,6.94E-04,0.003,3.90E-04,0,0,0,0,1.06E-04,0.036,5.15,20.831,80.553,0.049,0,39.994,832.962,1095.768,0.05,0.222
9.709,4645.906,324.825,-40.066,329.338,40.089,551.351,0.252,551.351,0.026,54.337,1.371,42,-87.998,32.147,0.004,0,0.002,-5.26E-05,34.953,4.48,200.756,1.563,84.44,67.752,3.24,0.301,1.62E+07,0,38.778,0.548,0.548,0.334,0.074,0.132,8.52E-04,0.003,-2.63E-04,0,0,0,0,1.09E-04,0.036,5.15,20.831,80.508,0.051,0,39.936,832.459,1095.704,0.05,0.223
9.759,4662.097,322.824,-39.963,327.353,39.987,554.066,0.255,554.066,0.026,54.268,1.362,42,-87.998,32.147,0.005,0,0.003,-1.74E-04,34.953,4.48,200.756,1.563,84.432,67.752,3.239,0.299,1.60E+07,0,38.284,0.548,0.548,0.334,0.074,0.132,0.001,0.003,-8.35E-05,0,0,0,0,1.12E-04,0.036,5.15,20.831,80.463,0.053,0,39.878,831.96,1095.64,0.05,0.224
9.809,4678.188,320.828,-39.862,325.374,39.885,556.778,0.257,556.778,0.026,54.201,1.354,42,-87.998,32.147,0.006,0,0.003,-2.33E-04,34.953,4.48,200.756,1.563,84.423,67.752,3.237,0.297,1.59E+07,0,37.794,0.548,0.548,0.334,0.074,0.131,0.001,0.004,1.03E-04,0,0,0,0,1.16E-04,0.036,5.15,20.831,80.417,0.055,0,39.821,831.464,1095.577,0.05,0.224
9.859,4694.18,318.838,-39.762,323.4,39.784,559.486,0.259,559.486,0.027,54.133,1.345,42,-87.998,32.147,0.007,0,0.003,-2.50E-04,34.953,4.48,200.756,1.563,84.418,67.752,3.236,0.295,1.58E+07,0,37.309,0.548,0.548,0.334,0.074,0.131,0.001,0.005,-4.42E-04,0,0,0,0,1.20E-04,0.035,5.15,20.831,80.371,0.056,0,39.763,830.97,1095.514,0.05,0.225
9.909,4710.072,316.852,-39.662,321.432,39.685,562.191,0.262,562.191,0.027,54.066,1.336,42,-87.998,32.147,0.008,0,0.003,-2.41E-04,34.953,4.48,200.756,1.563,84.417,67.752,3.236,0.293,1.57E+07,0,36.83,0.548,0.548,0.334,0.074,0.131,0.002,0.005,3.30E-04,0,0,0,0,1.26E-04,0.035,5.15,20.831,80.324,0.056,0,39.707,830.48,1095.451,0.05,0.226
9.959,4725.865,314.871,-39.564,319.468,39.586,564.893,0.264,564.893,0.027,53.999,1.326,42,-87.998,32.147,0.008,0,0.003,-2.17E-04,34.953,4.48,200.756,1.563,84.416,67.752,3.236,0.292,1.56E+07,0,36.354,0.547,0.547,0.334,0.074,0.131,0.002,0.005,-3.81E-04,0,0,0,0,1.31E-04,0.035,5.15,20.831,80.277,0.057,0,39.65,829.993,1095.389,0.05,0.226
10.009,4741.559,312.896,-39.467,317.51,39.489,567.591,0.267,567.591,0.027,53.933,1.316,42,-87.998,32.147,0.008,0,0.003,-1.81E-04,34.953,4.48,200.756,1.563,84.416,67.752,3.236,0.29,1.55E+07,0,35.884,0.547,0.547,0.334,0.074,0.131,0.002,0.005,-7.11E-05,0,0,0,0,1.37E-04,0.035,5.15,20.831,80.229,0.056,0,39.595,829.508,1095.327,0.05,0.227
10.059,4757.155,310.925,-39.371,315.556,39.393,570.286,0.269,570.286,0.027,53.868,1.306,42,-87.998,32.147,0.009,0,0.003,-1.14E-04,34.953,4.48,200.756,1.563,84.418,67.752,3.236,0.288,1.54E+07,0,35.419,0.547,0.547,0.334,0.074,0.131,0.002,0.005,3.96E-04,0,0,0,0,1.44E-04,0.035,5.15,20.831,80.18,0.056,0,39.539,829.027,1095.266,0.05,0.228
10.109,4772.652,308.958,-39.276,313.608,39.297,572.978,0.272,572.978,0.027,53.803,1.295,42,-87.998,32.147,0.008,0,0.003,-7.85E-05,34.953,4.48,200.756,1.563,84.418,67.752,3.236,0.286,1.53E+07,0,34.958,0.547,0.547,0.334,0.074,0.131,0.002,0.005,-9.36E-05,0,0,0,0,1.50E-04,0.034,5.15,20.831,80.13,0.055,0,39.484,828.549,1095.205,0.05,0.228
10.159,4788.051,306.997,-39.182,311.665,39.203,575.666,0.274,575.666,0.027,53.738,1.284,42,-87.998,32.147,0.008,0,0.003,-1.51E-05,34.953,4.48,200.756,1.563,84.417,67.752,3.236,0.285,1.52E+07,0,34.501,0.547,0.547,0.334,0.074,0.131,0.002,0.005,-1.02E-04,0,0,0,0,1.56E-04,0.034,5.15,20.831,80.079,0.054,0,39.429,828.074,1095.144,0.05,0.229
10.209,4803.351,305.04,-39.089,309.727,39.11,578.352,0.277,578.352,0.027,53.674,1.272,42,-87.998,32.147,0.008,0,0.003,4.79E-05,34.953,4.48,200.756,1.563,84.415,67.752,3.236,0.283,1.51E+07,0,34.049,0.547,0.547,0.334,0.074,0.13,0.002,0.005,-3.32E-05,0,0,0,0,1.63E-04,0.034,5.15,20.831,80.028,0.054,0,39.374,827.602,1095.084,0.05,0.23
10.259,4818.555,303.088,-38.997,307.793,39.017,581.034,0.279,581.034,0.028,53.611,1.261,42,-87.998,32.147,0.007,0,0.003,1.11E-04,34.953,4.48,200.756,1.563,84.412,67.752,3.235,0.281,1.50E+07,0,33.602,0.547,0.547,0.334,0.074,0.13,0.001,0.004,-3.45E-04,0,0,0,0,1.68E-04,0.034,5.15,20.831,79.976,0.053,0,39.32,827.133,1095.024,0.05,0.23
10.309,4833.66,301.141,-38.906,305.864,38.926,583.713,0.282,583.713,0.028,53.548,1.25,42,-87.998,32.147,0.007,0,0.003,1.62E-04,34.953,4.48,200.756,1.563,84.409,67.752,3.234,0.279,1.49E+07,0,33.159,0.546,0.546,0.334,0.074,0.13,0.001,0.004,5.98E-05,0,0,0,0,1.74E-04,0.034,5.15,20.831,79.924,0.052,0,39.266,826.667,1094.964,0.05,0.231
10.359,4848.669,299.198,-38.815,303.941,38.835,586.389,0.285,586.389,0.028,53.486,1.238,42,-87.998,32.147,0.006,0,0.003,2.40E-04,34.953,4.48,200.756,1.563,84.402,67.752,3.233,0.278,1.48E+07,0,32.721,0.546,0.546,0.334,0.074,0.13,0.001,0.004,1.28E-04,0,0,0,0,1.79E-04,0.033,5.15,20.831,79.871,0.052,0,39.213,826.204,1094.905,0.05,0.231
10.409,4863.58,297.259,-38.726,302.022,38.745,589.061,0.287,589.061,0.028,53.425,1.228,42,-87.998,32.147,0.006,0,0.003,2.70E-04,34.953,4.48,200.756,1.563,84.398,67.752,3.232,0.276,1.47E+07,0,32.287,0.546,0.546,0.334,0.074,0.13,0.001,0.004,-2.24E-04,0,0,0,0,1.84E-04,0.033,5.15,20.831,79.817,0.052,0,39.159,825.744,1094.847,0.05,0.232
10.459,4878.395,295.325,-38.637,300.107,38.656,591.731,0.29,591.731,0.028,53.363,1.217,42,-87.998,32.147,0.006,0,0.003,3.11E-04,34.953,4.48,200.756,1.563,84.392,67.752,3.231,0.274,1.46E+07,0,31.857,0.546,0.546,0.334,0.074,0.13,0.001,0.003,2.15E-04,0,0,0,0,1.90E-04,0.033,5.15,20.831,79.763,0.052,0,39.107,825.287,1094.788,0.05,0.233
10.509,4893.113,293.395,-38.55,298.198,38.568,594.398,0.292,594.398,0.028,53.303,1.207,42,-87.998,32.147,0.006,0,0.003,3.03E-04,34.953,4.48,200.756,1.563,84.391,67.752,3.231,0.272,1.45E+07,0,31.432,0.546,0.546,0.334,0.074,0.13,0.001,0.003,9.30E-05,0,0,0,0,1.96E-04,0.033,5.15,20.831,79.709,0.052,0,39.054,824.833,1094.73,0.05,0.233
10.559,4907.734,291.47,-38.463,296.293,38.481,597.061,0.295,597.061,0.028,53.243,1.198,42,-87.998,32.146,0.006,0,0.003,2.80E-04,34.953,4.48,200.756,1.563,84.391,67.752,3.231,0.271,1.44E+07,0,31.011,0.546,0.546,0.335,0.074,0.13,0.001,0.004,3.60E-04,0,0,0,0,2.02E-04,0.033,5.15,20.831,79.654,0.053,0,39.002,824.382,1094.673,0.05,0.234
10.609,4922.26,289.549,-38.376,294.393,38.395,599.722,0.297,599.722,0.028,53.183,1.189,42,-87.998,32.146,0.007,0,0.003,2.32E-04,34.953,4.48,200.756,1.563,84.393,67.752,3.231,0.269,1.43E+07,0,30.594,0.546,0.546,0.335,0.074,0.129,0.001,0.004,-3.78E-05,0,0,0,0,2.08E-04,0.032,5.15,20.831,79.599,0.053,0,38.95,823.934,1094.615,0.05,0.234
10.659,4936.689,287.632,-38.291,292.497,38.309,602.38,0.3,602.38,0.029,53.124,1.18,42,-87.998,32.146,0.007,0,0.003,1.57E-04,34.953,4.48,200.756,1.563,84.395,67.752,3.232,0.267,1.42E+07,0,30.181,0.546,0.546,0.335,0.074,0.129,0.001,0.004,-2.47E-04,0,0,0,0,2.15E-04,0.032,5.15,20.831,79.543,0.054,0,38.899,823.489,1094.559,0.05,0.235
10.709,4951.023,285.72,-38.206,290.606,38.224,605.034,0.303,605.034,0.029,53.065,1.172,42,-87.998,32.146,0.008,0,0.003,9.91E-05,34.953,4.48,200.756,1.563,84.395,67.752,3.232,0.266,1.41E+07,0,29.772,0.545,0.545,0.335,0.074,0.129,0.002,0.005,2.52E-04,0,0,0,0,2.22E-04,0.032,5.15,20.831,79.487,0.055,0,38.848,823.046,1094.502,0.05,0.236
10.759,4965.261,283.812,-38.123,288.719,38.14,607.686,0.305,607.686,0.029,53.007,1.164,42,-87.998,32.146,0.009,0,0.003,4.54E-05,34.953,4.48,200.756,1.563,84.393,67.752,3.231,0.264,1.41E+07,0,29.368,0.545,0.545,0.335,0.074,0.129,0.002,0.005,1.29E-04,0,0,0,0,2.30E-04,0.032,5.15,20.831,79.43,0.056,0,38.797,822.607,1094.446,0.05,0.236
10.809,4979.404,281.908,-38.04,286.837,38.057,610.335,0.308,610.335,0.029,52.949,1.156,42,-87.998,32.146,0.01,0,0.003,1.76E-06,34.953,4.48,200.756,1.563,84.391,67.752,3.231,0.262,1.40E+07,0,28.967,0.545,0.545,0.335,0.074,0.129,0.002,0.006,-4.67E-04,0,0,0,0,2.39E-04,0.032,5.15,20.831,79.372,0.057,0,38.746,822.171,1094.39,0.05,0.237
10.859,4993.452,280.008,-37.958,284.959,37.975,612.981,0.31,612.981,0.029,52.891,1.149,42,-87.998,32.146,0.011,0,0.003,-4.43E-05,34.953,4.48,200.756,1.563,84.388,67.752,3.23,0.26,1.39E+07,0,28.571,0.545,0.545,0.335,0.074,0.129,0.002,0.006,-3.32E-04,0,0,0,0,2.48E-04,0.031,5.15,20.831,79.314,0.058,0,38.696,821.737,1094.335,0.05,0.238
10.909,5007.405,278.112,-37.876,283.086,37.893,615.624,0.313,615.624,0.029,52.834,1.141,42,-87.998,32.146,0.011,0,0.003,-6.50E-05,34.953,4.48,200.756,1.563,84.385,67.752,3.23,0.259,1.38E+07,0,28.178,0.545,0.545,0.335,0.074,0.129,0.002,0.007,2.13E-04,0,0,0,0,2.57E-04,0.031,5.15,20.831,79.255,0.059,0,38.646,821.307,1094.28,0.05,0.238
10.959,5021.264,276.22,-37.796,281.217,37.813,618.264,0.316,618.264,0.029,52.777,1.133,42,-87.998,32.146,0.012,0,0.003,-8.95E-05,34.953,4.48,200.756,1.563,84.382,67.752,3.229,0.257,1.37E+07,0,27.79,0.545,0.545,0.335,0.074,0.129,0.002,0.007,4.92E-04,0,0,0,0,2.68E-04,0.031,5.15,20.831,79.195,0.059,0,38.597,820.879,1094.225,0.05,0.239
11.009,5035.027,274.332,-37.716,279.352,37.733,620.902,0.318,620.902,0.029,52.72,1.125,42,-87.998,32.146,0.013,0,0.003,-9.97E-05,34.953,4.48,200.756,1.563,84.379,67.752,3.229,0.255,1.36E+07,0,27.405,0.545,0.545,0.335,0.073,0.128,0.003,0.008,-4.85E-04,0,0,0,0,2.80E-04,0.031,5.15,20.831,79.135,0.06,0,38.548,820.455,1094.171,0.05,0.24
11.059,5048.697,272.448,-37.637,277.492,37.654,623.536,0.321,623.536,0.03,52.664,1.116,42,-87.998,32.146,0.014,0,0.003,-9.62E-05,34.953,4.48,200.756,1.563,84.377,67.752,3.228,0.254,1.35E+07,0,27.024,0.545,0.545,0.335,0.073,0.128,0.003,0.009,2.55E-04,0,0,0,0,2.92E-04,0.031,5.15,20.831,79.073,0.06,0,38.499,820.033,1094.117,0.05,0.24
11.109,5062.272,270.569,-37.56,275.636,37.576,626.168,0.324,626.168,0.03,52.609,1.108,42,-87.998,32.146,0.014,0,0.003,-8.26E-05,34.953,4.48,200.756,1.563,84.375,67.752,3.228,0.252,1.34E+07,0,26.647,0.545,0.545,0.335,0.073,0.128,0.003,0.008,-1.86E-04,0,0,0,0,3.05E-04,0.03,5.15,20.831,79.011,0.061,0,38.451,819.614,1094.064,0.05,0.241
11.159,5075.754,268.692,-37.482,273.784,37.499,628.797,0.327,628.797,0.03,52.554,1.099,42,-87.998,32.146,0.014,0,0.004,-6.06E-05,34.953,4.48,200.756,1.563,84.373,67.752,3.227,0.25,1.33E+07,0,26.274,0.544,0.544,0.335,0.073,0.128,0.003,0.008,3.35E-04,0,0,0,0,3.18E-04,0.03,5.15,20.831,78.948,0.061,0,38.403,819.198,1094.011,0.05,0.242
11.209,5089.142,266.82,-37.406,271.936,37.422,631.424,0.329,631.424,0.03,52.499,1.09,42,-87.998,32.146,0.015,0,0.004,-5.04E-05,34.953,4.48,200.756,1.563,84.371,67.752,3.227,0.249,1.32E+07,0,25.905,0.544,0.544,0.335,0.073,0.128,0.003,0.009,-1.93E-04,0,0,0,0,3.31E-04,0.03,5.15,20.831,78.884,0.06,0,38.355,818.785,1093.958,0.05,0.242
11.259,5102.436,264.952,-37.331,270.092,37.346,634.047,0.332,634.047,0.03,52.445,1.081,42,-87.998,32.146,0.015,0,0.004,-2.55E-05,34.953,4.48,200.756,1.563,84.37,67.752,3.227,0.247,1.31E+07,0,25.539,0.544,0.544,0.335,0.073,0.128,0.003,0.009,1.25E-04,0,0,0,0,3.46E-04,0.03,5.15,20.831,78.818,0.06,0,38.308,818.375,1093.906,0.05,0.243
11.309,5115.637,263.087,-37.256,268.253,37.272,636.668,0.335,636.668,0.03,52.391,1.072,42,-87.998,32.146,0.015,0,0.004,6.21E-07,34.953,4.48,200.756,1.563,84.368,67.752,3.226,0.245,1.30E+07,0,25.177,0.544,0.544,0.335,0.073,0.128,0.003,0.008,4.47E-05,0,0,0,0,3.61E-04,0.03,5.15,20.831,78.752,0.06,0,38.261,817.968,1093.854,0.05,0.243
11.359,5128.745,261.226,-37.182,266.418,37.197,639.286,0.337,639.286,0.03,52.337,1.062,42,-87.998,32.146,0.015,0,0.004,2.31E-05,34.953,4.48,200.756,1.563,84.367,67.752,3.226,0.244,1.29E+07,0,24.819,0.544,0.544,0.335,0.073,0.128,0.003,0.009,-8.56E-05,0,0,0,0,3.76E-04,0.029,5.15,20.831,78.685,0.06,0,38.214,817.564,1093.802,0.05,0.244
11.409,5141.759,259.369,-37.109,264.586,37.124,641.902,0.34,641.902,0.03,52.285,1.053,42,-87.998,32.146,0.015,0,0.004,5.32E-05,34.953,4.48,200.756,1.563,84.365,67.752,3.226,0.242,1.28E+07,0,24.464,0.544,0.544,0.335,0.073,0.128,0.003,0.008,2.97E-04,0,0,0,0,3.92E-04,0.029,5.15,20.831,78.617,0.06,0,38.167,817.162,1093.751,0.05,0.245
11.459,5154.682,257.515,-37.037,262.759,37.052,644.515,0.343,644.515,0.03,52.232,1.044,42,-87.998,32.146,0.015,0,0.004,7.19E-05,34.953,4.48,200.756,1.563,84.363,67.752,3.225,0.24,1.27E+07,0,24.113,0.544,0.544,0.335,0.073,0.128,0.003,0.009,-1.21E-04,0,0,0,0,4.06E-04,0.029,5.15,20.831,78.549,0.059,0,38.121,816.763,1093.7,0.05,0.245
11.509,5167.511,255.665,-36.965,260.936,36.98,647.125,0.346,647.125,0.031,52.18,1.035,42,-87.998,32.146,0.015,0,0.004,8.18E-05,34.953,4.48,200.756,1.563,84.362,67.752,3.225,0.239,1.26E+07,0,23.766,0.544,0.544,0.335,0.073,0.127,0.003,0.009,2.80E-04,0,0,0,0,4.23E-04,0.029,5.15,20.831,78.479,0.059,0,38.076,816.368,1093.649,0.05,0.246
11.559,5180.248,253.819,-36.894,259.116,36.908,649.733,0.349,649.733,0.031,52.129,1.026,42,-87.998,32.146,0.015,0,0.004,9.84E-05,34.953,4.48,200.756,1.563,84.36,67.752,3.225,0.237,1.25E+07,0,23.422,0.544,0.544,0.335,0.073,0.127,0.003,0.009,-3.43E-04,0,0,0,0,4.39E-04,0.029,5.15,20.831,78.409,0.06,0,38.03,815.975,1093.599,0.05,0.247
11.609,5192.893,251.976,-36.824,257.301,36.838,652.338,0.351,652.338,0.031,52.078,1.017,42,-87.998,32.146,0.015,0,0.004,1.02E-04,34.953,4.48,200.756,1.563,84.358,67.752,3.224,0.235,1.25E+07,0,23.082,0.543,0.543,0.335,0.073,0.127,0.003,0.008,2.18E-04,0,0,0,0,4.55E-04,0.028,5.15,20.831,78.337,0.06,0,37.985,815.585,1093.549,0.05,0.247
11.659,5205.446,250.136,-36.754,255.49,36.768,654.94,0.354,654.941,0.031,52.027,1.009,42,-87.998,32.146,0.015,0,0.004,1.02E-04,34.953,4.48,200.756,1.563,84.356,67.752,3.224,0.234,1.24E+07,0,22.745,0.543,0.543,0.335,0.073,0.127,0.003,0.009,3.19E-05,0,0,0,0,4.72E-04,0.028,5.15,20.831,78.265,0.06,0,37.94,815.197,1093.5,0.05,0.248
11.709,5217.907,248.3,-36.685,253.682,36.699,657.541,0.357,657.541,0.031,51.977,1.001,42,-87.998,32.146,0.015,0,0.004,1.04E-04,34.953,4.48,200.756,1.563,84.354,67.752,3.224,0.232,1.23E+07,0,22.411,0.543,0.543,0.335,0.073,0.127,0.003,0.009,-2.37E-04,0,0,0,0,4.90E-04,0.028,5.15,20.831,78.192,0.06,0,37.896,814.813,1093.451,0.05,0.248
11.759,5230.276,246.468,-36.617,251.878,36.631,660.138,0.36,660.138,0.031,51.927,0.993,42,-87.998,32.145,0.016,0,0.004,9.89E-05,34.953,4.48,200.756,1.563,84.352,67.752,3.223,0.23,1.22E+07,0,22.081,0.543,0.543,0.335,0.073,0.127,0.003,0.009,2.08E-04,0,0,0,0,5.08E-04,0.028,5.15,20.831,78.119,0.06,0,37.852,814.431,1093.402,0.05,0.249
11.809,5242.554,244.639,-36.55,250.079,36.563,662.733,0.363,662.733,0.031,51.877,0.985,42,-87.998,32.145,0.017,0,0.004,8.79E-05,34.953,4.48,200.756,1.563,84.35,67.752,3.223,0.229,1.21E+07,0,21.754,0.543,0.543,0.335,0.073,0.127,0.003,0.01,-2.41E-04,0,0,0,0,5.28E-04,0.028,5.15,20.831,78.044,0.061,0,37.808,814.053,1093.354,0.05,0.25
11.859,5254.74,242.813,-36.483,248.283,36.496,665.326,0.365,665.326,0.031,51.828,0.978,42,-87.998,32.145,0.018,0,0.004,6.79E-05,34.953,4.48,200.756,1.563,84.348,67.752,3.222,0.227,1.20E+07,0,21.431,0.543,0.543,0.335,0.073,0.127,0.003,0.011,1.85E-04,0,0,0,0,5.49E-04,0.027,5.15,20.831,77.969,0.061,0,37.764,813.677,1093.306,0.05,0.25
11.909,5266.835,240.99,-36.416,246.49,36.429,667.916,0.368,667.916,0.032,51.78,0.971,42,-87.998,32.145,0.019,0,0.004,4.98E-05,34.953,4.48,200.756,1.563,84.345,67.752,3.222,0.225,1.19E+07,0,21.111,0.543,0.543,0.335,0.073,0.127,0.004,0.011,3.47E-04,0,0,0,0,5.71E-04,0.027,5.15,20.831,77.892,0.062,0,37.721,813.303,1093.258,0.05,0.251
11.959,5278.839,239.171,-36.351,244.702,36.364,670.504,0.371,670.504,0.032,51.731,0.964,42,-87.998,32.145,0.02,0,0.004,3.25E-05,34.953,4.48,200.756,1.563,84.343,67.752,3.222,0.224,1.18E+07,0,20.794,0.543,0.543,0.335,0.073,0.127,0.004,0.011,-2.70E-04,0,0,0,0,5.94E-04,0.027,5.15,20.831,77.815,0.062,0,37.679,812.933,1093.211,0.05,0.251
12.009,5290.752,237.355,-36.286,242.917,36.298,673.089,0.374,673.089,0.032,51.683,0.957,42,-87.998,32.145,0.021,0,0.004,1.95E-05,34.953,4.48,200.756,1.563,84.34,67.752,3.221,0.222,1.17E+07,0,20.481,0.543,0.543,0.335,0.073,0.126,0.004,0.012,-7.21E-05,0,0,0,0,6.18E-04,0.027,5.15,20.831,77.737,0.063,0,37.636,812.566,1093.164,0.05,0.252
12.059,5302.574,235.543,-36.221,241.136,36.234,675.672,0.377,675.672,0.032,51.635,0.95,42,-87.998,32.145,0.022,0,0.004,6.63E-06,34.953,4.48,200.756,1.563,84.337,67.752,3.22,0.221,1.16E+07,0,20.171,0.543,0.543,0.335,0.073,0.126,0.004,0.013,4.47E-04,0,0,0,0,6.45E-04,0.027,5.15,20.831,77.657,0.064,0,37.594,812.201,1093.117,0.05,0.253
12.109,5314.306,233.733,-36.158,239.359,36.17,678.253,0.38,678.253,0.032,51.588,0.943,42,-87.997,32.145,0.023,0,0.004,-1.01E-05,34.953,4.48,200.756,1.563,84.335,67.752,3.22,0.219,1.15E+07,0,19.864,0.542,0.542,0.335,0.073,0.126,0.005,0.014,4.70E-04,0,0,0,0,6.72E-04,0.026,5.15,20.831,77.577,0.064,0,37.552,811.839,1093.071,0.05,0.253
